,,,,,,,,PRE-CP,,,,,,,,POST-CP,,,,,,IMPROVEMENT,,
Group,Method,Backbone,Dataset,NUM_DATA,model_size,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,knn_f1_improvement_mean,lp_f1_improvement_mean,ft_f1_improvement
,SimCLR-CP,DINOv3,FGVC_Aircraft,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.3487,0.0199,0.2711,0.0132,0.1388,0.0056,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,FGVC_Aircraft,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.4463,0.0040,0.5199,0.0069,0.4658,0.0214,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.5152,0.0013,0.6079,0.0158,0.6085,0.0113,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.6239,0.0000,0.7258,0.0085,0.8005,0.0097,,haodong,,,,,,,,,
,SimCLR-CP,MAE,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0400,0.0024,0.0548,0.0020,0.3493,0.0180,,haodong,,,,,,,,,
,SimCLR-CP,MAE,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0511,0.0000,0.0820,0.0029,0.6742,0.0036,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.2792,0.0018,0.3050,0.0027,0.3789,0.0024,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.3512,0.0000,0.4038,0.0050,0.6052,0.0018,,haodong,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Baselines,LeJEPA-CP,FROM SCRATCH,DermaMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-dermamnist,haodong,0.1456,0.0203,0.1838,0.0067,0.2595,0.0155,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,DermaMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-dermamnist,haodong,0.1841,0.0109,0.2032,0.0099,0.3785,0.0257,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-dermamnist,haodong,0.1842,0.0171,0.2222,0.0078,0.4484,0.0192,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-dermamnist,haodong,0.2360,0.0103,0.2554,0.0123,0.6599,0.0095,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-breastmnist,haodong,0.4690,0.0244,0.5309,0.0710,0.6629,0.0079,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,BreastMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-breastmnist,haodong,0.5768,0.0304,0.6089,0.0704,0.7494,0.0286,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,BreastMNIST,MAX (546),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-breastmnist,haodong,0.5854,0.0082,0.5410,0.0143,0.7729,0.0312,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2371,0.0041,0.2187,0.0334,0.4820,0.0410,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2358,0.0109,0.2471,0.0180,0.6301,0.0390,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2463,0.0041,0.2607,0.0433,0.6475,0.0390,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2506,0.0015,0.2431,0.0009,0.7944,0.0124,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2482,0.0029,0.2376,0.0060,0.8485,0.0103,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-octmnist,haodong,0.2504,0.0022,0.2265,0.0068,0.8828,0.0069,,haodong,0.771207,0.030191,0.822146,0.030749,0.89214,0.010279,0.5209,0.5956,0.0094
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.3630,0.0274,0.3934,0.0172,0.5012,0.0207,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.4910,0.0293,0.4906,0.0175,0.6047,0.0043,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.5407,0.0043,0.4963,0.0113,0.6845,0.0005,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.6355,0.0050,0.5025,0.0095,0.8080,0.0061,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.6506,0.0031,0.5121,0.0111,0.8354,0.0029,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-organamnist,haodong,0.6510,0.0040,0.5100,0.0082,0.8308,0.0027,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.4080,0.0134,0.4576,0.0865,0.6697,0.0105,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.4865,0.0149,0.5835,0.0124,0.8301,0.0170,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.4974,0.0182,0.5266,0.0171,0.8578,0.0106,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.6380,0.0067,0.5482,0.0012,0.9027,0.0070,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.6611,0.0100,0.5502,0.0119,0.9052,0.0056,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-scratch-pathmnist,haodong,0.6798,0.0090,0.5541,0.0174,0.9065,0.0032,,haodong,0.923624,0.008945,0.929092,0.006709,0.922724,0.004363,0.2439,0.3750,0.0163
,LeJEPA-CP,FROM SCRATCH,Galaxy10,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-galaxy10?nw=nwuserhaodoz0118,haodong,0.1277,0.0172,0.1439,0.0062,0.2971,0.0119,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Galaxy10,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-galaxy10?nw=nwuserhaodoz0118,haodong,0.1539,0.0042,0.1565,0.0059,0.5225,0.0191,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-galaxy10?nw=nwuserhaodoz0118,haodong,0.1682,0.0082,0.1513,0.0173,0.6074,0.0125,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Galaxy10,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-galaxy10?nw=nwuserhaodoz0118,haodong,0.1743,0.0089,0.1277,0.0032,0.7507,0.0092,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-galaxy10?nw=nwuserhaodoz0118,haodong,0.1849,0.0027,0.1291,0.0056,0.7731,0.0123,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0148,0.0014,0.0104,0.0007,0.0211,0.0037,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0181,0.0012,0.0195,0.0014,0.0414,0.0022,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0195,0.0010,0.0233,0.0009,0.0617,0.0016,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0296,0.0014,0.0386,0.0023,0.2212,0.0021,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0320,0.0015,0.0427,0.0004,0.3785,0.0073,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/rand-pre-cp-diet-scratch-food101?nw=nwuserhaodoz0118,haodong,0.0395,0.0002,0.0433,0.0021,0.6312,0.0024,,haodong,0.45391,0.008705,0.55544,0.002486,0.781274,0.002603,0.4144,0.5121,0.1501
,LeJEPA-CP,FROM SCRATCH,FGVC_Aircraft,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-fgvc_aircraft?nw=nwuserhaodoz0118,haodong,0.0146,0.0032,0.0131,0.0031,0.0156,0.0015,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,FGVC_Aircraft,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-fgvc_aircraft?nw=nwuserhaodoz0118,haodong,0.0219,0.0019,0.0163,0.0027,0.0361,0.0021,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-fgvc_aircraft?nw=nwuserhaodoz0118,haodong,0.0251,0.0019,0.0204,0.0030,0.0514,0.0040,,haodong,,,,,,,,,
,LeJEPA-CP,FROM SCRATCH,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/sft-rand-fgvc_aircraft?nw=nwuserhaodoz0118,haodong,0.0302,0.0016,0.0233,0.0035,0.0961,0.0009,,haodong,,,,,,,,,
